Nombre Completo,Institución de Adscripción,Área del Conocimiento
DRA. GUILLERMO PEON SYLVIA BEATRIZ,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. MATAMOROS PONCE FERNANDO TEODORO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. DOMINGUEZ RIOS MARIA DEL CARMEN DELFINA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. MACIP RIOS RICARDO FRANCISCO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. VAZQUEZ VALLEJO JOSE JESUS SALVADOR,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. MUNGUIA SALAZAR ALEX,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. MEYER RODRIGUEZ JOSE ANTONIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. RODRIGUEZ SUAREZ PEDRO MANUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. TEXIS FLORES MICHELLE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. BUSSIERE sin apellido Materno YVES DANIEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. DAMIAN HUATO MIGUEL ANGEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. VERA MUÑOZ JOSE GERARDO SERAFIN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. AGUILAR BALDERAS LIDIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. PRADO LALLANDE JUAN PABLO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. FLORES SALGADO LUCERITO LUDMILA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. OCHOA BILBAO LUIS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. SANCHEZ ESPINOZA FRANCISCO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. MENDIETA RAMIREZ CONCEPCION ANGELICA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. MIRANDA MUÑOZ MARTHA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. FIGUERAS ZANABRIA VICTOR MANUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. RAPPO MIGUEZ SUSANA EDITH,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. COUTIÑO OSORIO PATRICIA FABIOLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. SCHIAFFINI APONTE ROSSANA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. RODRIGUEZ ESCOBEDO FRANCISCO JOSE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. CASTILLO DURAN JORGE LUIS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. FUENTES DIAZ ANTONIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. CAMPOS CABRAL VALENTINA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. BERNAL MENDOZA HECTOR,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. RIVERA HERNANDEZ CLAUDIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. SALGADO GARCIA LORENZO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. VAZQUEZ TORIZ ROSALIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. FURLONG Y ZACAULA AURORA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. ACEVES LOPEZ LIZA ELENA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. ORTEGA RAMIREZ ADRIANA SLETZA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. VELAZQUEZ CABALLERO DIEGO MARTIN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. OCMAN AZUETA CLAUDIA ANAIT,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. GUTIERREZ AGUILAR MARIA RAQUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. SANCHEZ GAVI JOSE LUIS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. ABSALON CAPETE CARLOS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. FONSECA LOPEZ MIRIAM,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. AMADOR VAZQUEZ SAMUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. ECHEVERRIA VICTORIA MARTIN RODRIGO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. MANZANO MUNGUIA MARIA CRISTINA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. ESPINOSA SANTIAGO ORLANDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. LO BRUTTO sin apellido Materno GIUSEPPE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. ZENTENO TREJO BLANCA YAQUELIN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. OSORNO SANCHEZ ARMANDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. BUENO CEVADA LUIS ENRIQUE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. AHUACTZIN MARTINEZ CARLOS ENRIQUE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. GUEVARA ROMERO MARIA LOURDES,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. ANGOA PEREZ MARIA ISABEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. ESPINOSA MARQUEZ ARACELI,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. SANCHEZ ZAMORA ROMAN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. GUTIERREZ AYALA MARCOS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. ESTRADA RODRIGUEZ JOSE LUIS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. GARCIA PEREZ ISRAEL GERARDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. ESTRADA QUIROZ LILIANA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. RAMIREZ ROSETE NORMA LETICIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. NAVARRO TRUJILLO MINA LORENA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. CHAVEZ MAZA LUIS AUGUSTO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. CASTELLANOS ARENAS MARIANO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. AGUILAR PEREZ MIRZA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. MORENO HERNANDEZ HUGO CESAR,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. MARTINEZ CARREÑO BEATRIZ,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. LOPEZ MARTINEZ MARCO ANTONIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. PEREZ GALMICHE GABRIEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. HARO ZEA KARLA LILIANA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. VAZQUEZ VALDES VERONICA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. GONZALEZ VELAZQUEZ ROGELIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. ROMERO AMADO JORGE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. LOPEZ TOACHE VANIA DEL CARMEN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. LINSALATA sin apellido Materno LUCIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. GARCIA GOMEZ JAZMIN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. LAGUNES LOPEZ OSCAR NICASIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. MORENO VELADOR OCTAVIO HUMBERTO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. BALLEN GUACHETA ELIZABETH,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. CRUZ CARVAJAL CRISTINA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. PALACIOS DUARTE PABLO DANIEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. GUTIERREZ DOMINGUEZ LUIS FERNANDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. DE GORTARI LUDLOW NATALIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. GUTIERREZ OCHOA FRANCISCO MANUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. GONZALEZ PEREYRA ROCIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. HERNANDEZ RIVERA ARIADNA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. SOSA GONZALEZ JOSE LUIS SERGIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. REYES ALVAREZ JUAN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. SANTACRUZ MORALES DAVID,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. VELASCO HERNANDEZ MARIA DE LOS ANGELES,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. AGUILAR CRUZ FABIOLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. HERRERA GARCIA ADOLFO FEDERICO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. SANCHEZ MORALES PRIMO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. MORALES GAMEZ LUIS MIGUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA. CABRERA GARCIA ADA CELSA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. ESTRADA ANALCO JOSE MARTIN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. GERONIMO CASTILLO FABIAN ALEJANDRO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. GARCIA CAUDILLO PEDRO MACARIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. GOMEZ TAGLE LOPEZ ERICK,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR. LUNA ACOSTA GERMAN AURELIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. SALAZAR IBARGUEN HUMBERTO ANTONIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. PALMA ALMENDRA ALEJANDRO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. CARRILLO ESTRADA JOSE LUIS EUSTOLIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. LOPEZ CRUZ JOSE ELIAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. TORRES DEL CASTILLO GERARDO FRANCISCO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. GRACIA Y JIMENEZ JUSTO MIGUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. RODRIGUEZ ZURITA GUSTAVO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. MENDOZA ALVAREZ MARIA EUGENIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. DIAZ BECERRIL TOMAS FRANCISCO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. FLORES RIVEROS ANTONIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. ROSADO SANCHEZ ALFONSO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. ARRIAGA RODRIGUEZ J. JESUS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. MEZA MONTES LILIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. HERNANDEZ COCOLETZI GREGORIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. HERRERA PACHECO JOSE NOE FELIPE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. BERMUDEZ JUAREZ MARIA BLANCA DEL CARMEN,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. LOZADA MORALES ROSENDO LEOVIGILDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. PEREZ RODRIGUEZ FELIPE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. SILVA GONZALEZ NICOLAS RUTILO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. FERNANDEZ TELLEZ ARTURO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. DIAZ CRUZ JUSTINIANO LORENZO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. RIVAS SILVA JUAN FRANCISCO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. TOSCANO CHAVEZ J. JESUS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. RAMIREZ ROMERO CUPATITZIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. PALOMINO OVANDO MARTHA ALICIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. RUIZ ESTRADA HONORINA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. SILVA ORTIGOZA GILBERTO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. MARTI PANAMEÑO ERWIN JOSE ARMANDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. FLORES DESIRENA BENITO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. FRAGUELA COLLAR ANDRES,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. MARTINEZ BRAVO OSCAR MARIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. BUSTAMANTE GONZALEZ JORGE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. PRUTSKIJ ALEKSEEVA TATIANA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. OSTROVSKY sin apellido Materno ANDREY SERGEYEVICH,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. RANGEL HUERTA JOSE ALEJANDRO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. DE ITA LUNA GUILLERMO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. GONZALEZ JIMENEZ EDUARDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. PANDO LAMBRUSCHINI CARLOS LEOPOLDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. ESCOBEDO CONDE RAUL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. CARTAS FUENTEVILLA ROBERTO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. JIMENEZ POZO MIGUEL ANTONIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. ROJAS RODRIGUEZ JOSE FERNANDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. PAL sin apellido Materno UMAPADA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. OKUNEV sin apellido Materno OLEG,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. AREVALO AGUILAR LUIS MANUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. POLTEV sin apellido Materno VALERI,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. BYKOV sin apellido Materno ALEXANDER,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. SERKIN sin apellido Materno VLADIMIR,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. MELENDEZ BUSTAMANTE FRANCISCO JAVIER,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. PALOMINO MERINO MARTIN RODOLFO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. DOMINGUEZ SOTO PATRICIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. IZRAYLEV sin apellido Materno FELIKS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. TAVARES VELASCO GILBERTO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. MENDEZ OTERO MARCELA MARIBEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. MAKAROV sin apellido Materno NYKOLAY,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. VARGAS TREVIÑO MARIA AURORA DIOZCORA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. VERGARA LIMON SERGIO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. OLIVEROS OLIVEROS JOSE JACOBO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. BELTRAN PEREZ GEORGINA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. MENDOZA TORRES FRANCISCO JAVIER,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. ALTUZAR AGUILAR VICTOR MANUEL,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. MENDOZA BARRERA CLAUDIA OLIVA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. ZAYAS PEREZ MARIA TERESA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. MACIAS ROMERO FERNANDO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA. LOPEZ TORIZ MARIA DE JESUS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. ROMERO CASTRO ALDO HUMBERTO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. HERNANDEZ COCOLETZI HERIBERTO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR. HERNANDEZ SANCHEZ JAIME,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
