title,authors,language_code,num_pages,category
Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,eng,255,medium
Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,eng,272,medium
The Wit and Wisdom of Mark Twain,Mark Twain,eng,64,short
The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,eng,848,large
The Autobiography of Mark Twain,Mark Twain/Charles Neider,eng,508,large
Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,eng,1050,large
The Secret Garden,Frances Hodgson Burnett,eng,331,medium
The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,eng,281,medium
The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,eng,160,short
A Little Princess,Frances Hodgson Burnett/Nancy Bond,eng,242,medium
The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,eng,128,short
Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,eng,448,large
Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,eng,627,large
Black Rednecks and White Liberals,Thomas Sowell,eng,372,medium
Applied Economics: Thinking Beyond Stage One,Thomas Sowell,eng,256,medium
Knowledge And Decisions,Thomas Sowell,eng,422,large
A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,eng,304,medium
Alcoholics Anonymous,Alcoholics Anonymous,eng,250,medium
Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,eng,184,short
A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,eng,449,large
Maurice,E.M. Forster,eng,256,medium
E. M. Forster: A Life,P.N. Furbank,eng,648,large
The Rescue (Kidnapped  #3),Gordon Korman,eng,140,short
Hunting the Hunter (On the Run  #6),Gordon Korman,eng,151,short
Public Enemies (On The Run  #5),Gordon Korman,eng,150,short
Runaway Bride,Deborah  Gordon,eng,390,medium
The Bridge over the Drina,Ivo Andrić/William H. McNeill,eng,314,medium
Drina Dances in Paris,Jean Estoril,eng,194,short
Drina Ballerina,Jean Estoril,eng,188,short
Drina Dances in Italy,Jean Estoril,eng,191,short
Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,eng,188,short
Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,eng,164,short
The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,eng,352,medium
Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,eng,304,medium
Moloka'i (Moloka'i #1),Alan Brennert,eng,405,large
Teaching with the Brain in Mind,Eric Jensen,eng,186,short
Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,eng,188,short
The Story of Salt,Mark Kurlansky/S.D. Schindler,eng,48,short
Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,eng,203,medium
Angle of Repose,Wallace Stegner/Jackson J. Benson,eng,557,large
Temptations,Otis Williams/Patricia Romanowski,eng,304,medium
The Thorn Birds,Colleen McCullough,eng,673,large
Caesar (Masters of Rome  #5),Colleen McCullough,eng,928,large
Caesar's Women (Masters of Rome  #4),Colleen McCullough,eng,943,large
The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,eng,1110,large
The First Man in Rome (Masters of Rome  #1),Colleen McCullough,eng,896,large
The Grass Crown (Masters of Rome  #2),Colleen McCullough,eng,1104,large
The Rescue,Nicholas Sparks,eng,352,medium
A Bend in the Road,Nicholas Sparks,eng,341,medium
Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,eng,368,medium
A Walk to Remember,Nicholas Sparks,eng,240,medium
The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,eng,192,short
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,eng,310,medium
Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,eng,208,medium
Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,eng,208,medium
The Tutor's First Love,George MacDonald/Michael R. Phillips,eng,238,medium
Emily of New Moon (Emily  #1),L.M. Montgomery,eng,339,medium
The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,eng,410,large
Anne of Avonlea,L.M. Montgomery/Susan O'Malley,eng,8,short
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,eng,2088,large
Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,eng,1059,large
The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,eng,1878,large
The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,eng,907,large
The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,eng,244,medium
Sherlock Holmes: The Unauthorized Biography,Nick Rennison,eng,304,medium
Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,eng,0,short
The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,eng,218,medium
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,eng,334,medium
The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,eng,157,short
The Giver (The Giver  #1),Lois Lowry,eng,208,medium
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,eng,288,medium
Complete Short Stories,Graham Greene/Pico Iyer,eng,594,large
The Power and the Glory,Graham Greene/John Updike,eng,222,medium
Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,eng,512,large
Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,eng,1436,large
Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville/Harrison Hayford,eng,1478,large
Moonraker's Bride,Madeleine Brent,eng,319,medium
Ballet Shoes,Noel Streatfeild,eng,184,short
Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,eng,272,medium
Movie Shoes (Shoes  #6),Noel Streatfeild,eng,239,medium
Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,eng,104,short
The Dolls' House,Rumer Godden/Christian Birmingham,eng,153,short
A Taste for Death (Adam Dalgliesh  #7),P.D. James,eng,459,large
The Black Tower (Adam Dalgliesh #5),P.D. James,eng,352,medium
Desert Heat (Joanna Brady  #1),J.A. Jance,eng,256,medium
Kentucky Heat,Fern Michaels,eng,383,medium
Texas Heat (Texas  #2),Fern Michaels,eng,496,large
Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton,eng,196,short
Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,eng,134,short
A Brief History of Time,Stephen Hawking,eng,212,medium
A Short History of Nearly Everything,Bill Bryson,eng,624,large
The Bon Appetit Cookbook,Barbara Fairchild,eng,816,large
The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,eng,256,medium
The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,eng,632,large
Ilium (Ilium  #1),Dan Simmons,eng,752,large
The Terror,Dan Simmons,eng,769,large
Endymion (Hyperion Cantos  #3),Dan Simmons,eng,563,large
The Amazing Adventures of Kavalier & Clay,Michael Chabon,eng,639,large
The Great House of God,Max Lucado,eng,240,medium
Nine Stories,J.D. Salinger,eng,198,short
The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,eng,608,large
Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,eng,165,short
Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,eng,165,short
In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,eng,430,large
The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,eng,321,medium
Blink 182,Anne Hoppus,eng,112,short
The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,eng,256,medium
The Cold Six Thousand (Underworld USA #2),James Ellroy,eng,688,large
Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,eng,480,large
Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,eng,128,short
End Game (Dreamland  #8),Dale Brown/Jim DeFelice,eng,432,large
Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,eng,405,large
Dispatches,Michael Herr,eng,260,medium
Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,eng,174,short
My War Gone By  I Miss It So,Anthony Loyd,eng,336,medium
Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,eng,507,large
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,eng,336,medium
First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,eng,238,medium
Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,eng,288,medium
American Gods,Neil Gaiman,eng,635,large
American Gods (American Gods  #1),Neil Gaiman,eng,635,large
East of Eden,John Steinbeck,eng,601,large
East Of Eden,John Steinbeck,eng,691,large
Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,eng,112,short
Dry,Augusten Burroughs,eng,295,medium
The Adventures of Sherlock Holmes,Arthur Conan Doyle,eng,189,short
A Prayer for Owen Meany,John Irving,eng,641,large
Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,eng,270,medium
The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,eng,403,large
Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,eng,344,medium
Carter Beats the Devil,Glen David Gold,eng,483,large
Moo  Baa  La La La!,Sandra Boynton,eng,14,short
Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin,eng,30,short
Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,eng,40,short
Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,eng,32,short
Geisha,Liza Dalby,eng,367,medium
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,eng,650,large
A Moveable Feast,Ernest Hemingway,eng,192,short
The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,eng,800,large
A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,eng,528,large
The Physician (Cole Family Trilogy  #1),Noah Gordon,eng,720,large
The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,eng,352,medium
The Frequencies,Noah Eli Gordon,eng,81,short
Trimalchio,F. Scott Fitzgerald/James L.W. West III,eng,214,medium
A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,eng,166,short
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,eng,224,medium
Cannery Row,John Steinbeck,eng,181,short
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,eng,1088,large
The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,eng,437,large
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,eng,796,large
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,eng,224,medium
Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,eng,538,large
How to Stop Worrying and Start Living,Dale Carnegie,eng,358,medium
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,eng,256,medium
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,eng,144,short
Angela's Ashes,Frank McCourt,eng,224,medium
Kafka on the Shore,Haruki Murakami/Philip Gabriel,eng,467,large
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,eng,736,large
The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,eng,796,large
The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,eng,1013,large
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,eng,796,large
The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,eng,16,short
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,eng,720,large
Hungry Planet,Peter Menzel/Faith D'Aluisio,eng,288,medium
The Very Hungry Caterpillar,Eric Carle,eng,13,short
What Is the What,Dave Eggers,eng,475,large
Love You Until--,Lisa McCourt/Cyd Moore,eng,32,short
Year of Wonders,Geraldine Brooks,eng,358,medium
Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,eng,931,large
A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,eng,160,short
Slaughterhouse-Five,Kurt Vonnegut Jr.,eng,275,medium
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,eng,258,medium
The Red Tent,Anita Diamant,eng,336,medium
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,eng,88,short
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,eng,776,large
Berlin: The Downfall  1945,Antony Beevor,eng,489,large
A Dangerous Fortune,Ken Follett,eng,596,large
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,eng,208,medium
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,eng,208,medium
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,eng,240,medium
My Life in France,Julia Child/Alex Prud'Homme,eng,336,medium
A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,eng,624,large
The Drawing of the Three (The Dark Tower  #2),Stephen King,eng,463,large
The Handmaid's Tale,Margaret Atwood/Valerie Martin,eng,350,medium
Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,eng,256,medium
The Perennial Philosophy,Aldous Huxley,eng,336,medium
Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,eng,320,medium
Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,eng,304,medium
The Heart of a Woman,Maya Angelou,eng,288,medium
Cane River,Lalita Tademy,eng,522,large
Where the Heart Is,Billie Letts,eng,376,medium
A Fine Balance,Rohinton Mistry,eng,603,large
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,eng,458,large
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,eng,417,large
The Bluest Eye,Toni Morrison,eng,216,medium
The Poisonwood Bible,Barbara Kingsolver,eng,546,large
The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,eng,432,large
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,eng,304,medium
Collected Stories  1891-1910,Edith Wharton/Maureen Howard,eng,928,large
Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,eng,1270,large
Oscar Wilde,Richard Ellmann,eng,736,large
An Ideal Husband,Oscar Wilde,eng,78,short
The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,eng,272,medium
De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,eng,252,medium
Travels with Charley: In Search of America,John Steinbeck,eng,214,medium
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,eng,909,large
The Life and Times of Scrooge McDuck,Don Rosa,eng,266,medium
The Life and Times of Scrooge McDuck Companion,Don Rosa,eng,208,medium
The Last Christmas of Ebenezer Scrooge,Marvin Kaye,eng,168,short
A Christmas Story,Jean Shepherd,eng,144,short
My First Story of Christmas,Tim Dowley/Roger Langton,eng,24,short
A Christmas Carol,Charles Dickens,eng,112,short
The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,eng,266,medium
Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,eng,56,short
A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,eng,288,medium
The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,eng,128,short
The Firm,Robin Waterfield/John Grisham,eng,76,short
The Client,John Grisham,eng,483,large
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,eng,743,large
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,eng,509,large
The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,eng,341,medium
"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,eng,32,short
Here I Stand: A Life of Martin Luther,Roland H. Bainton,eng,336,medium
'Salem's Lot,Stephen King/Jerry N. Uelsmann,eng,594,large
'Salem's Lot,Stephen King/Ron McLarty,eng,17,short
'Salem's Lot,Stephen King,eng,405,large
Carrie / 'Salem's Lot / The Shining,Stephen King,eng,1096,large
'Salem's Lot,Stephen King,eng,586,large
Orientalism,Edward W. Said,eng,396,medium
Interpreter of Maladies,Jhumpa Lahiri,eng,198,short
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,eng,339,medium
Animal Farm / 1984,George Orwell/Christopher Hitchens,eng,400,medium
1984,George Orwell/Erich Fromm,eng,268,medium
Nineteen Eighty-Four,George Orwell,eng,387,medium
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,eng,340,medium
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,eng,340,medium
