Rank,Name,Platform,Genre,Publisher
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,Fighting,Atari
472,Middle-Earth: Shadow of Mordor,PS4,Action,Warner Bros. Interactive Entertainment
473,Star Fox,SNES,Shooter,Nintendo
474,The Sims: Livin Large,PC,Misc,Electronic Arts
475,World Soccer Winning Eleven 6 International,PS2,Sports,Konami Digital Entertainment
476,Devil May Cry,PS2,Action,Capcom
477,Animal Crossing: Happy Home Designer,3DS,Simulation,Nintendo
478,Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts
479,The Sims 4,PC,Simulation,Electronic Arts
480,Star Wars: The Old Republic,PC,Role-Playing,Electronic Arts
481,Sonic Heroes,PS2,Platform,Sega
482,Kirby Super Star Ultra,DS,Platform,Nintendo
483,Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive
484,Street Fighter IV,X360,Fighting,Capcom
485,Wave Race 64,N64,Racing,Nintendo
486,SOCOM II: U.S. Navy SEALs,PS2,Shooter,Sony Computer Entertainment
487,WWE SmackDown! vs. RAW 2006,PS2,Fighting,THQ
488,inFAMOUS,PS3,Action,Sony Computer Entertainment
489,Pac-Man Collection,GBA,Puzzle,Atari
490,Mass Effect,X360,Role-Playing,Microsoft Game Studios
491,WarioWare: Smooth Moves,Wii,Puzzle,Nintendo
492,Cooking Mama: Cook Off,Wii,Simulation,505 Games
493,Super Mario World 2: Yoshi's Island,GBA,Platform,Nintendo
494,FIFA 14,PS4,Sports,Electronic Arts
495,Titanfall,XOne,Shooter,Electronic Arts
496,Sonic Mega Collection Plus,PS2,Misc,Sega
497,Sega Superstars Tennis,X360,Sports,Sega
498,World Soccer Winning Eleven 7 International,PS2,Sports,Konami Digital Entertainment
499,Need for Speed: Most Wanted,PS3,Racing,Electronic Arts
500,Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment
501,Call of Duty: Finest Hour,PS2,Shooter,Activision
502,Zumba Fitness 2,Wii,Sports,Majesco Entertainment
503,Syphon Filter,PS,Shooter,Sony Computer Entertainment
504,Imagine: Babyz,DS,Simulation,Ubisoft
505,Colin McRae Rally,PS,Racing,Codemasters
506,Call of Duty: Ghosts,XOne,Shooter,Activision
507,Madden NFL 13,X360,Sports,Electronic Arts
508,The Elder Scrolls III: Morrowind,XB,Role-Playing,Ubisoft
509,Mortal Kombat,PS3,Fighting,Warner Bros. Interactive Entertainment
510,F-Zero,SNES,Racing,Nintendo
511,Yoshi's Story,N64,Platform,Nintendo
512,Command & Conquer: Red Alert,PC,Strategy,Virgin Interactive
513,Skylanders: Spyro's Adventure,Wii,Action,Activision
514,FIFA 16,PS3,Sports,Electronic Arts
515,Assassin's Creed: Brotherhood,PS3,Action,Ubisoft
516,BioShock,X360,Shooter,Take-Two Interactive
517,Madden NFL 10,X360,Sports,Electronic Arts
518,Medal of Honor,PS3,Shooter,Electronic Arts
519,WWE SmackDown! vs. Raw,PS2,Fighting,THQ
520,Metroid Prime,GC,Shooter,Nintendo
521,Finding Nemo,GBA,Action,THQ
522,Myst,PC,Adventure,Red Orb
523,Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts
524,Imagine: Fashion Designer,DS,Simulation,Ubisoft
525,WWE SmackDown! Here Comes the Pain,PS2,Fighting,THQ
526,Star Wars: The Force Unleashed,X360,Action,LucasArts
527,Yoshi's Island DS,DS,Platform,Nintendo
528,Hot Shots Golf,PS,Sports,Sony Computer Entertainment
529,Killzone 3,PS3,Shooter,Sony Computer Entertainment
530,A Bug's Life,PS,Platform,Sony Computer Entertainment
531,WWF SmackDown! Just Bring It,PS2,Fighting,THQ
532,Dragon Quest V: Tenkuu no Hanayome,SNES,Role-Playing,Enix Corporation
533,Mortal Kombat Trilogy,PS,Fighting,GT Interactive
534,Battlefield 3,PC,Shooter,Electronic Arts
535,NBA Street,PS2,Sports,Electronic Arts
536,Professor Layton and the Last Specter,DS,Puzzle,Nintendo
537,Monster Hunter Tri,3DS,Role-Playing,Nintendo
538,Jak II,PS2,Platform,Sony Computer Entertainment
539,inFAMOUS: Second Son,PS4,Action,Sony Computer Entertainment
540,Ratchet & Clank: Going Commando,PS2,Platform,Sony Computer Entertainment
541,Tekken 6,PS3,Fighting,Namco Bandai Games
542,The Sims,PS2,Simulation,Electronic Arts
543,Sonic and the Secret Rings,Wii,Platform,Sega
544,Saints Row: The Third,X360,Action,THQ
545,Missile Command,2600,Shooter,Atari
546,Mario Paint,SNES,Misc,Nintendo
547,Assassin's Creed IV: Black Flag,PS4,Action,Ubisoft
548,Pokémon Stadium 2,N64,Strategy,Nintendo
549,Metroid,NES,Action,Nintendo
550,L.A. Noire,X360,Adventure,Take-Two Interactive
551,Call of Duty 3,X360,Shooter,Activision
552,The Legend of Zelda: A Link to the Past,GBA,Action,Nintendo
553,Onimusha: Warlords,PS2,Action,Virgin Interactive
554,Mortal Kombat X,PS4,Fighting,Warner Bros. Interactive Entertainment
555,Mario Party,N64,Misc,Nintendo
556,Madden NFL 12,X360,Sports,Electronic Arts
557,LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts
558,Madden NFL 11,X360,Sports,Electronic Arts
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Puzzle,Nintendo
560,Skate 3,X360,Sports,Electronic Arts
561,Burnout 3: Takedown,PS2,Racing,Electronic Arts
562,Yokai Watch 2 Shinuchi,3DS,Role-Playing,Level 5
563,Need for Speed: Shift,PS3,Racing,Electronic Arts
564,Final Fantasy XIII-2,PS3,Role-Playing,Square Enix
565,Mortal Kombat,GEN,Fighting,Arena Entertainment
566,Call Of Duty 2: Big Red One,PS2,Shooter,Activision
567,Guitar Hero: World Tour,X360,Misc,Activision
568,Medal of Honor,PS,Shooter,Electronic Arts
569,Fable,XB,Role-Playing,Microsoft Game Studios
570,Hannah Montana,DS,Action,Disney Interactive Studios
571,Tom Clancy's Splinter Cell,PS2,Action,Ubisoft
572,Skylanders Giants,Wii,Action,Activision
573,Medal of Honor Heroes,PSP,Shooter,Electronic Arts
574,Super Mario Bros.: The Lost Levels,NES,Platform,Nintendo
575,Star Wars: Shadows of the Empire,N64,Action,Nintendo
576,LEGO Star Wars: The Complete Saga,X360,Action,LucasArts
577,Midnight Club: Street Racing,PS2,Racing,Take-Two Interactive
578,Pac-Man: Adventures in Time,PSP,Fighting,Sony Computer Entertainment
579,Halo Wars,X360,Strategy,Microsoft Game Studios
580,God of War Collection,PS3,Action,Sony Computer Entertainment
581,ESPN NFL 2K5,PS2,Sports,Sega
582,Mario Strikers Charged,Wii,Sports,Nintendo
583,Medal of Honor,X360,Shooter,Electronic Arts
584,FIFA Soccer 10,X360,Sports,Electronic Arts
585,NBA 2K12,X360,Sports,Take-Two Interactive
586,Style Savvy,DS,Simulation,Nintendo
587,Harry Potter and the Chamber of Secrets,PS2,Action,Electronic Arts
588,Super Mario All-Stars: Limited Edition,Wii,Platform,Nintendo
589,Streets of Rage,GEN,Action,Sega
590,FIFA Soccer 09,PS3,Sports,Electronic Arts
591,Ratchet & Clank Future: Tools of Destruction,PS3,Platform,Sony Computer Entertainment
592,NBA Live 2005,PS2,Sports,Electronic Arts
593,LittleBigPlanet,PSP,Platform,Sony Computer Entertainment
594,Killzone: Shadow Fall,PS4,Shooter,Sony Computer Entertainment
595,Ghostbusters: The Video Game (DS Version),X360,Action,Take-Two Interactive
596,Monster Hunter Freedom 2,PSP,Role-Playing,Capcom
597,WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ
598,Ratchet & Clank: Up Your Arsenal,PS2,Platform,Sony Computer Entertainment
599,Art Academy,DS,Misc,Nintendo
600,Dragon Age: Origins,X360,Role-Playing,Electronic Arts
601,Madden NFL 08,PS2,Sports,Electronic Arts
602,Sonic Adventure 2 Battle,GC,Platform,Sega
603,Dragon Warrior II,NES,Role-Playing,Enix Corporation
604,Madden NFL 13,PS3,Sports,Electronic Arts
605,Pokémon Colosseum,GC,Role-Playing,Nintendo
606,Deca Sports,Wii,Sports,Konami Digital Entertainment
607,Madden NFL 09,X360,Sports,Electronic Arts
608,Space Invaders,2600,Shooter,Atari
609,Crazy Taxi,PS2,Racing,Acclaim Entertainment
610,Perfect Dark,N64,Action,Nintendo
611,Game Party,Wii,Misc,Midway Games
612,Dragon Warrior,NES,Role-Playing,Capcom
613,Tomb Raider (2013),PS3,Action,Square Enix
614,Marvel: Ultimate Alliance,X360,Role-Playing,Activision
615,PES 2009: Pro Evolution Soccer,PS2,Sports,Konami Digital Entertainment
616,Mario Party 2,N64,Misc,Nintendo
617,Saints Row: The Third,PS3,Action,THQ
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Take-Two Interactive
619,LEGO Harry Potter: Years 1-4,Wii,Action,Warner Bros. Interactive Entertainment
620,Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games
621,Resistance 2,PS3,Shooter,Sony Computer Entertainment
622,Pure,X360,Racing,Disney Interactive Studios
623,Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive
624,NBA 2K13,PS3,Sports,Take-Two Interactive
625,Rock Band,X360,Misc,Electronic Arts
626,NBA 2K14,X360,Sports,Take-Two Interactive
627,Mario Party 4,GC,Misc,Nintendo
628,uDraw Studio,Wii,Misc,THQ
629,Midnight Club: Los Angeles,PS3,Racing,Take-Two Interactive
630,Final Fantasy V,SNES,Role-Playing,SquareSoft
631,Final Fantasy Tactics,PS,Role-Playing,SquareSoft
632,Twisted Metal 2,PS,Racing,Sony Computer Entertainment
633,Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Game Studios
634,Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts
635,The Sims: Bustin' Out,PS2,Simulation,Electronic Arts
636,Riven: The Sequel to Myst,PC,Adventure,Red Orb
637,Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft
638,Sonic Adventure,DC,Platform,Sega
639,Ice Hockey,NES,Sports,Nintendo
640,pro evolution soccer 2011,PS3,Sports,Konami Digital Entertainment
641,Dragon Ball Z: Budokai 2,PS2,Fighting,Atari
642,ATV Offroad Fury,PS2,Racing,Sony Computer Entertainment
643,Dino Crisis,PS,Action,Capcom
644,Minecraft,XOne,Misc,Microsoft Game Studios
645,Need for Speed: ProStreet,PS2,Racing,Electronic Arts
646,Madden NFL 16,XOne,Sports,Electronic Arts
647,Tetris Plus,PS,Puzzle,JVC
648,Pro Wrestling,NES,Fighting,Nintendo
649,Theme Hospital,PC,Strategy,Electronic Arts
650,Frogger's Adventures: Temple of the Frog,GBA,Adventure,Konami Digital Entertainment
651,Need for Speed (2015),PS4,Racing,Electronic Arts
652,Zumba Fitness,X360,Sports,505 Games
653,LEGO Indiana Jones: The Original Adventures,Wii,Action,LucasArts
655,Monopoly,PC,Misc,Hasbro Interactive
656,Batman: Arkham Origins,PS3,Action,Warner Bros. Interactive Entertainment
657,Dead Island,X360,Action,Deep Silver
658,Guitar Hero,PS2,Misc,RedOctane
659,LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts
660,Kinect: Disneyland Adventures,X360,Misc,Microsoft Game Studios
661,WCW/nWo Revenge,N64,Fighting,THQ
662,Bloodborne,PS4,Action,Sony Computer Entertainment
663,NBA 2K15,PS4,Sports,Take-Two Interactive
664,Madden NFL 11,PS3,Sports,Electronic Arts
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,Misc,Konami Digital Entertainment
666,Madden NFL 08,X360,Sports,Electronic Arts
667,Half-Life 2,PC,Shooter,Vivendi Games
668,The Incredibles,PS2,Action,THQ
669,Tony Hawk's Underground 2,PS2,Sports,Activision
670,Madden NFL 10,PS3,Sports,Electronic Arts
671,Kinect Sports: Season Two,X360,Sports,Microsoft Game Studios
672,Kirby's Dream Land 2,GB,Platform,Nintendo
673,LEGO Harry Potter: Years 1-4,DS,Action,Warner Bros. Interactive Entertainment
674,Donkey Kong Land II,GB,Platform,Nintendo
675,Dragon Warrior Monsters,GB,Role-Playing,Eidos Interactive
676,Midnight Club: Los Angeles,X360,Racing,Take-Two Interactive
677,Skylanders SWAP Force,Wii,Platform,Activision
678,WWE SmackDown vs Raw 2008,PS2,Fighting,THQ
679,My Fitness Coach,Wii,Sports,Ubisoft
680,Resident Evil - Code: Veronica X,PS2,Action,Capcom
681,The Sims 3,X360,Simulation,Electronic Arts
682,The Legend of Zelda: Majora's Mask 3D,3DS,Action,Nintendo
683,NBA 2K16,XOne,Sports,Take-Two Interactive
684,Just Dance Kids,Wii,Misc,Ubisoft
685,Mario Tennis,N64,Sports,Nintendo
686,Grand Theft Auto,PS,Action,Take-Two Interactive
687,James Bond 007: Everything or Nothing,PS2,Shooter,Electronic Arts
688,WarioWare Touched!,DS,Puzzle,Nintendo
689,Need For Speed: High Stakes,PS,Racing,Electronic Arts
690,Chrono Trigger,SNES,Role-Playing,SquareSoft
691,Cool Boarders 3,PS,Sports,989 Studios
692,LEGO Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment
693,Guild Wars 2,PC,Action,NCSoft
694,Pokemon Ranger: Shadows of Almia,DS,Role-Playing,Nintendo
695,Dead Island,PS3,Action,Deep Silver
696,Tomb Raider II,PC,Action,Eidos Interactive
697,God of War: Ascension,PS3,Action,Sony Computer Entertainment
698,Need for Speed Underground 2,XB,Racing,Electronic Arts
699,Pro Evolution Soccer 2010,PS3,Sports,Konami Digital Entertainment
700,Just Dance 2015,Wii,Misc,Ubisoft
701,Yokai Watch Busters,3DS,Action,Level 5
702,Mario Bros.,NES,Platform,Nintendo
703,FIFA Soccer 09,PS2,Sports,Electronic Arts
704,Star Wars: The Force Unleashed,PS3,Action,LucasArts
705,Borderlands 2,PS3,Shooter,Take-Two Interactive
706,TOCA Touring Car Championship,PS,Racing,Codemasters
707,Paper Mario: Sticker Star,3DS,Role-Playing,Nintendo
708,Sonic's Ultimate Genesis Collection,PS3,Misc,Sega
709,Super Monkey Ball: Banana Blitz,Wii,Misc,Sega
710,Kirby: Nightmare in Dream Land,GBA,Platform,Nintendo
711,Wario Land 4,GBA,Platform,Nintendo
712,Guitar Hero III: Legends of Rock,PS3,Misc,Activision
713,Call of Duty 3,Wii,Shooter,Activision
714,Resident Evil 4,Wii,Action,Capcom
715,Minecraft,PSV,Misc,Sony Computer Entertainment Europe
716,Onimusha 2: Samurai's Destiny,PS2,Adventure,Capcom
717,Cool Boarders 2,PS,Sports,UEP Systems
718,Paper Mario: The Thousand-Year Door,GC,Role-Playing,Nintendo
719,Madden NFL 12,PS3,Sports,Electronic Arts
720,Monster Hunter Tri,Wii,Role-Playing,Nintendo
721,Dissidia: Final Fantasy,PSP,Fighting,Square Enix
722,Sonic Advance,GBA,Platform,Sega
723,Spyro: Season of Ice,GBA,Platform,Vivendi Games
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,Konami Digital Entertainment
725,LEGO Indiana Jones: The Original Adventures,DS,Action,Activision
726,Dance Dance Revolution X2,PS2,Simulation,Konami Digital Entertainment
727,New Super Luigi U,WiiU,Platform,Nintendo
728,Prince of Persia: The Sands of Time,PS2,Action,Ubisoft
729,Scribblenauts,DS,Puzzle,Warner Bros. Interactive Entertainment
730,The Legend of Zelda: Link's Awakening DX,GB,Adventure,Nintendo
731,Need for Speed: Hot Pursuit,X360,Racing,Electronic Arts
732,BioShock 2,X360,Shooter,Take-Two Interactive
733,Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,Action,Capcom
735,Rock Band 2,X360,Misc,Electronic Arts
736,Frogger,2600,Action,Parker Bros.
737,Guitar Hero II,X360,Misc,Activision
738,Wario Land 3,GB,Platform,Nintendo
739,Pro Yakyuu Family Stadium,NES,Sports,Namco Bandai Games
740,Sonic Unleashed,Wii,Platform,Sega
741,High School Musical: Makin' the Cut!,DS,Puzzle,Disney Interactive Studios
742,Pro Evolution Soccer 2012,PS3,Action,Konami Digital Entertainment
743,Saints Row,X360,Action,THQ
744,Star Wars: Knights of the Old Republic,XB,Role-Playing,Activision
745,Kirby's Pinball Land,GB,Misc,Nintendo
746,Donkey Kong Country,GB,Platform,Nintendo
747,Hitman: Absolution,PS3,Action,Square Enix
748,Yu-Gi-Oh: Duel Monsters 4,GB,Role-Playing,Konami Digital Entertainment
749,ATV Offroad Fury 2,PS2,Racing,THQ
750,Forza Motorsport 5,XOne,Racing,Microsoft Game Studios
751,Madden NFL 25,X360,Sports,Electronic Arts
752,Pokemon Ranger,DS,Role-Playing,Nintendo
753,Mario & Luigi: Superstar Saga,GBA,Role-Playing,Nintendo
754,Final Fantasy XIII,X360,Role-Playing,Square Enix
755,Star Wars: Rogue Squadron,N64,Simulation,Nintendo
756,Tennis,NES,Sports,Nintendo
757,The Sims: House Party,PC,Simulation,Electronic Arts
758,Your Shape featuring Jenny McCarthy,Wii,Sports,Ubisoft
759,Syphon Filter 2,PS,Shooter,Sony Computer Entertainment
760,Tom Clancy's Rainbow Six: Siege,PS4,Shooter,Ubisoft
761,Volleyball,NES,Sports,Nintendo
762,FIFA 15,XOne,Sports,Electronic Arts
763,Call of Duty: Roads to Victory,PSP,Shooter,Activision
764,Super Mario RPG: Legend of the Seven Stars,SNES,Role-Playing,Nintendo
765,Mahjong,NES,Misc,Nintendo
766,R.C. Pro-Am,NES,Racing,Nintendo
767,SimCity 2000,PC,Simulation,Maxis
768,Demon Attack,2600,Shooter,Imagic
769,Dance Dance Revolution Extreme,PS2,Simulation,Konami Digital Entertainment
770,Tetris DS,DS,Puzzle,Nintendo
771,Final Fantasy Tactics Advance,GBA,Role-Playing,SquareSoft
772,Far Cry: Primal,PS4,Action,Ubisoft
773,Toy Story 3: The Video Game,DS,Action,Disney Interactive Studios
774,Final Fantasy III,DS,Role-Playing,Square Enix
775,Kirby's Epic Yarn,Wii,Platform,Nintendo
776,Project Gotham Racing,XB,Racing,Microsoft Game Studios
777,Golf,GB,Sports,Nintendo
778,NBA 2K12,PS3,Sports,Take-Two Interactive
779,Borderlands,PS3,Shooter,Take-Two Interactive
780,Tony Hawk's Pro Skater,N64,Sports,Activision
781,PES 2009: Pro Evolution Soccer,PS3,Sports,Konami Digital Entertainment
782,Need for Speed: Hot Pursuit 2,PS2,Racing,Electronic Arts
783,Mario Sports Mix,Wii,Sports,Nintendo
784,Rock Band,Wii,Misc,MTV Games
785,Dynasty Warriors 4,PS2,Action,Tecmo Koei
786,Mortal Kombat,X360,Fighting,Warner Bros. Interactive Entertainment
787,Parasite Eve,PS,Role-Playing,SquareSoft
788,Scooby-Doo! Night of 100 Frights,PS2,Platform,THQ
789,Project Gotham Racing (JP weekly sales),XB,Action,Microsoft Game Studios
790,Need for Speed: Most Wanted 5-1-0,PSP,Racing,Electronic Arts
791,Portal 2,X360,Shooter,Valve Software
792,Devil May Cry 3: Dante's Awakening,PS2,Action,Capcom
793,Derby Stallion,PS,Sports,ASCII Entertainment
794,Dead Rising,X360,Action,Capcom
795,Finding Nemo,PS2,Action,THQ
796,NBA 2K11,X360,Action,Take-Two Interactive
797,Wipeout: The Game,Wii,Misc,Mindscape
798,The Sims 2: Pets,DS,Simulation,Electronic Arts
799,Battlefield: Hardline,PS4,Shooter,Electronic Arts
800,Metal Gear Solid: Peace Walker,PSP,Action,Konami Digital Entertainment
801,World of Warcraft: Cataclysm,PC,Role-Playing,Activision
802,Tetris Worlds,PS2,Puzzle,THQ
803,Need For Speed: Undercover,PS3,Racing,Electronic Arts
804,Dance Dance Revolution: Hottest Party,Wii,Simulation,Konami Digital Entertainment
805,Mario Party 5,GC,Misc,Nintendo
806,Ghostbusters: The Video Game (DS Version),PS3,Action,Take-Two Interactive
807,Sim Theme Park,PC,Strategy,Electronic Arts
808,Warcraft: Orcs & Humans,PC,Strategy,Activision
809,Skate 3,PS3,Sports,Electronic Arts
810,Spec Ops: Airborne Commando,PS,Shooter,Take-Two Interactive
811,Kingdom Hearts: Birth by Sleep,PSP,Role-Playing,Square Enix
812,UFC 2009 Undisputed,X360,Fighting,THQ
813,Dark Souls,PS3,Role-Playing,Namco Bandai Games
814,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Strategy,Konami Digital Entertainment
815,Need for Speed: ProStreet,X360,Racing,Electronic Arts
816,The Sims 3,PS3,Simulation,Electronic Arts
817,Tom Clancy's Splinter Cell: Conviction,X360,Action,Ubisoft
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,Role-Playing,Nintendo
819,The Incredibles,GBA,Action,THQ
820,R4: Ridge Racer Type 4,PS,Racing,Namco Bandai Games
821,SoulCalibur II,PS2,Fighting,Namco Bandai Games
822,Mario & Luigi: Dream Team,3DS,Role-Playing,Nintendo
823,Need for Speed: ProStreet,PS3,Racing,Electronic Arts
824,Carnival Games,DS,Misc,Take-Two Interactive
825,NBA 2K14,PS3,Sports,Take-Two Interactive
826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,Nintendo
827,Sonic Mega Collection,GC,Misc,Infogrames
828,Diablo III,PS3,Role-Playing,Activision
829,NBA Jam,GEN,Sports,Arena Entertainment
830,PGR4 - Project Gotham Racing 4,X360,Racing,Microsoft Game Studios
831,Kingdom Hearts 358/2 Days,DS,Role-Playing,Square Enix
832,Dance Central 2,X360,Misc,Microsoft Game Studios
833,Rayman Raving Rabbids: TV Party,Wii,Misc,Ubisoft
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Shooter,Sony Computer Entertainment
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,Ubisoft
836,Donkey Kong Country,GBA,Platform,Nintendo
837,Need for Speed: The Run,PS3,Action,Electronic Arts
838,Madden NFL 15,PS4,Sports,Electronic Arts
839,1080°: TenEighty Snowboarding,N64,Sports,Nintendo
840,Just Dance 3,X360,Misc,Ubisoft
841,NBA Live 2004,PS2,Sports,Electronic Arts
842,Dead Space,PS3,Action,Electronic Arts
843,Call of Duty 2,X360,Shooter,Activision
844,Madden NFL 15,X360,Sports,Electronic Arts
845,Forza Horizon,X360,Racing,Microsoft Game Studios
846,TouchMaster,DS,Puzzle,Midway Games
847,Tom Clancy's The Division,XOne,Shooter,Ubisoft
848,LEGO Marvel Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment
849,Fire Emblem: Awakening,3DS,Role-Playing,Nintendo
850,DriveClub,PS4,Racing,Sony Computer Entertainment
851,Super Street Fighter II,SNES,Fighting,Nintendo
852,Mortal Kombat vs. DC Universe,PS3,Fighting,Midway Games
853,Tenchu: Stealth Assassins,PS,Action,Activision
854,Tennis,GB,Sports,Nintendo
855,Harry Potter and the Chamber of Secrets,GBA,Action,Electronic Arts
856,Harry Potter and the Chamber of Secrets,PS,Action,Electronic Arts
857,SimCity,SNES,Simulation,Nintendo
858,Battlefield 4,XOne,Shooter,Electronic Arts
859,Resident Evil 6,X360,Shooter,Capcom
